stage,file,line,gate_name,input,condition,accept_output,reject_output,reason_code,logged,tested
exit,services/execution/paper_cycle_orchestrator.py,1671,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1723,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1879,paper,ast_node,"paper_run.execution_profile.get(""universe_mode"") != ""fixed_top20""",fallthrough,branch,unknown,yes,yes
exit,services/execution/paper_cycle_orchestrator.py,1880,return,ast_node,None,fallthrough,None,unknown,yes,yes
exit,services/execution/paper_cycle_orchestrator.py,1883,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1885,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1888,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1889,paper,ast_node,"status == ""unknown"" and paper_run.execution_profile.get(""execution_mode"", ""paper_only"") == ""paper_only"" and not paper_run.execution_profile.get(""mirror_to_gateway"", False)",fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1897,return,ast_node,None,fallthrough,None,unknown,yes,yes
exit,services/execution/paper_cycle_orchestrator.py,1899,return,ast_node,None,fallthrough,None,unknown,yes,yes
exit,services/execution/paper_cycle_orchestrator.py,1929,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1931,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1935,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1940,reject,ast_node,"""-2022"" in text or ""reduceonly order is rejected"" in text",fallthrough,"""-2022"" in text or ""reduceonly order is rejected"" in text",unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1950,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,apps/api/auth.py,27,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,apps/api/auth.py,59,min_,ast_node,"not secrets.compare_digest(token, settings.admin_api_token)",fallthrough,branch,unknown,unknown,yes
other,apps/api/main.py,47,return,ast_node,False,fallthrough,False,unknown,unknown,yes
other,apps/api/main.py,70,paper,ast_node,"os.getenv(""PAPER_CONSOLE_SKIP_BACKGROUND_BOOTSTRAP"", ""false"").lower() != ""true""",fallthrough,branch,unknown,unknown,yes
other,apps/api/routers/agents.py,92,veto,ast_node,"LLMStatusResponse( providers=providers, any_provider_configured=any(item.configured for item in providers), recent_decision_veto_tasks=recent_tasks, recent_decision_veto_failure_count=failure_count, )",fallthrough,"LLMStatusResponse( providers=providers, any_provider_configured=any(item.configured for item in providers), recent_decision_veto_tasks=recent_tasks, recent_decision_veto_failure_count=failure_count, )",unknown,unknown,yes
other,apps/api/routers/console.py,37,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,apps/api/routers/console.py,46,position,ast_node,position.symbol in seen_symbols,fallthrough,branch,unknown,unknown,yes
other,apps/api/routers/console.py,47,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,apps/api/routers/market.py,145,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,apps/api/routers/market.py,176,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,apps/api/routers/market.py,194,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,apps/api/routers/market.py,211,enabled,ast_node,not settings.binance_live_ws_enabled,fallthrough,branch,unknown,unknown,yes
other,apps/api/routers/market.py,221,return,ast_node,None,fallthrough,None,unknown,yes,yes
other,apps/api/routers/market.py,230,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
other,apps/api/routers/market.py,241,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,apps/api/routers/market.py,289,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
other,apps/api/routers/market.py,296,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
other,apps/api/routers/market.py,297,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,apps/api/routers/market.py,314,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
other,apps/api/routers/market.py,406,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,apps/api/routers/market.py,457,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,apps/api/routers/market.py,461,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,apps/api/routers/market.py,476,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,apps/api/routers/market.py,478,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,apps/api/routers/market.py,499,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,apps/api/routers/market.py,511,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,apps/api/routers/market.py,527,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,apps/api/routers/market.py,547,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
other,apps/api/routers/market.py,565,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
other,apps/api/routers/metrics.py,50,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,apps/api/routers/runs.py,111,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,apps/api/routers/runs.py,114,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,apps/api/routers/runs.py,145,continue,ast_node,continue,fallthrough,skip_current_item,unknown,yes,yes
other,apps/api/routers/runs.py,297,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,apps/api/routers/runs.py,312,return,ast_node,False,fallthrough,False,unknown,unknown,yes
other,apps/api/routers/runs.py,319,return,ast_node,False,fallthrough,False,unknown,unknown,yes
other,apps/api/routers/runs.py,326,return,ast_node,False,fallthrough,False,unknown,unknown,yes
other,apps/api/routers/runs.py,341,testnet,ast_node,not settings.binance_use_testnet or settings.live_trading_enabled,fallthrough,branch,unknown,unknown,yes
other,apps/api/routers/runs.py,370,testnet,ast_node,not settings.binance_use_testnet,fallthrough,branch,unknown,unknown,yes
other,apps/api/routers/runs.py,443,testnet,ast_node,not settings.binance_use_testnet or settings.live_trading_enabled or not settings.binance_api_key or not settings.binance_api_secret,fallthrough,branch,unknown,unknown,yes
other,apps/api/routers/runs.py,481,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
other,apps/api/routers/runs.py,516,testnet,ast_node,"task is None or task.task_type != ""testnet_acceptance""",fallthrough,branch,unknown,unknown,yes
other,apps/api/routers/runs.py,528,testnet,ast_node,"task is None or task.task_type != ""testnet_acceptance""",fallthrough,branch,unknown,unknown,yes
other,apps/api/routers/runs.py,549,testnet,ast_node,not settings.binance_use_testnet or settings.live_trading_enabled or not settings.binance_api_key or not settings.binance_api_secret or not spot_demo_credentials_configured(),fallthrough,branch,unknown,unknown,yes
other,apps/api/routers/runs.py,589,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
other,apps/api/routers/runs.py,668,reject,ast_node,"order.execution_status == ""rejected""",fallthrough,branch,unknown,unknown,yes
other,apps/api/routers/runs.py,688,reject,ast_node,"order.execution_status == ""rejected""",fallthrough,branch,unknown,unknown,yes
other,apps/api/routers/runs.py,747,paper,ast_node,paper_run_id is None,fallthrough,branch,unknown,unknown,yes
other,apps/api/routers/runs.py,767,paper,ast_node,"run.paper_status != ""running"" or run.paper_run_id is None",fallthrough,branch,unknown,unknown,yes
other,apps/api/routers/runs.py,768,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,apps/api/routers/runs.py,799,paper,ast_node,_paper_repo(db).get_paper_run(paper_run_id) is None,fallthrough,branch,unknown,unknown,yes
other,apps/api/routers/runs.py,854,paper,ast_node,_paper_repo(db).get_paper_run(paper_run_id) is None,fallthrough,branch,unknown,unknown,yes
other,apps/api/routers/runs.py,1106,paper,ast_node,paper_run is None,fallthrough,branch,unknown,unknown,yes
other,apps/api/routers/runs.py,1133,paper,ast_node,_paper_repo(db).get_paper_run(paper_run_id) is None,fallthrough,branch,unknown,unknown,yes
other,apps/api/routers/runs.py,1147,paper,ast_node,_paper_repo(db).get_paper_run(paper_run_id) is None,fallthrough,branch,unknown,unknown,yes
other,apps/api/routers/system.py,24,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
other,services/agents/llm_runtime.py,189,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/agents/llm_runtime.py,196,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/agents/llm_runtime.py,300,veto,ast_node,"task_type == ""pre_execution_veto_llm""",fallthrough,branch,unknown,unknown,yes
other,services/agents/llm_runtime.py,311,veto,ast_node,"{ ""prompt_version"": prompt_version, ""system"": ( ""You are a strict execution veto agent. "" ""Never suggest direction, price, or position size. "" ""Return JSON only with keys: veto, veto_reason."" ), ""user"": json.dumps( { ""agent_type"": agent_type, ""task_type"": task_type, ""payload"": payload, ""schema"": {""veto"": ""boolean"", ""veto_reason"": ""string""}, }, ensure_ascii=True, ), }",fallthrough,"{ ""prompt_version"": prompt_version, ""system"": ( ""You are a strict execution veto agent. "" ""Never suggest direction, price, or position size. "" ""Return JSON only with keys: veto, veto_reason."" ), ""user"": json.dumps( { ""agent_type"": agent_type, ""task_type"": task_type, ""payload"": payload, ""schema"": {""veto"": ""boolean"", ""veto_reason"": ""string""}, }, ensure_ascii=True, ), }",unknown,unknown,yes
other,services/agents/llm_runtime.py,345,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/agents/llm_runtime.py,380,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
other,services/agents/llm_runtime.py,401,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/agents/llm_runtime.py,425,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/agents/rag_context.py,124,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,unknown
other,services/agents/service.py,121,veto,ast_node,"task.agent_type == ""decision_veto_agent"" and task.task_type == ""pre_execution_veto_llm""",fallthrough,branch,unknown,unknown,yes
other,services/agents/service.py,122,veto,ast_node,self._execute_llm_veto(task),fallthrough,self._execute_llm_veto(task),unknown,unknown,yes
other,services/agents/service.py,254,veto,ast_node,"{ ""executor_registered"": True, ""completed"": True, ""executor_name"": ""deterministic_decision_veto"", ""veto_result"": veto_result.model_dump(mode=""json""), ""risk_event_count"": len(risk_events), ""high_risk_event_count"": len(high_risk_events), ""output_ref"": f""decision_veto:{task.agent_task_id}"", }",fallthrough,"{ ""executor_registered"": True, ""completed"": True, ""executor_name"": ""deterministic_decision_veto"", ""veto_result"": veto_result.model_dump(mode=""json""), ""risk_event_count"": len(risk_events), ""high_risk_event_count"": len(high_risk_events), ""output_ref"": f""decision_veto:{task.agent_task_id}"", }",unknown,unknown,yes
other,services/agents/service.py,285,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
other,services/agents/service.py,330,veto,ast_node,"not isinstance(raw_output.get(""veto""), bool) or not isinstance(raw_output.get(""veto_reason""), str)",fallthrough,branch,unknown,yes,yes
other,services/agents/service.py,336,veto,ast_node,"{ ""executor_registered"": True, ""completed"": True, ""task_status"": ""completed"", ""executor_name"": ""llm_decision_veto"", ""schema_validation_status"": ""passed"", ""provider_trace"": provider_trace, ""attempt_history"": [{""status"": ""passed"", **provider_trace}], ""veto_result"": raw_output, ""output_ref"": f""decision_veto:{task.agent_task_id}"", }",fallthrough,"{ ""executor_registered"": True, ""completed"": True, ""task_status"": ""completed"", ""executor_name"": ""llm_decision_veto"", ""schema_validation_status"": ""passed"", ""provider_trace"": provider_trace, ""attempt_history"": [{""status"": ""passed"", **provider_trace}], ""veto_result"": raw_output, ""output_ref"": f""decision_veto:{task.agent_task_id}"", }",unknown,unknown,yes
other,services/agents/service.py,348,veto,ast_node,"{ ""executor_registered"": True, ""completed"": False, ""task_status"": ""failed"", ""executor_name"": ""llm_decision_veto"", ""message"": str(exc), ""schema_validation_status"": ""timeout"", ""provider_trace"": {}, ""attempt_history"": [{""status"": ""timeout"", ""message"": str(exc)}], ""safe_veto_applied"": True, ""veto_result"": { ""veto"": True, ""veto_reason"": ""llm timeout -> fail closed"", ""agent_task_ref"": task.agent_task_id, }, ""output_ref"": f""decision_veto:{task.agent_task_id}"", }",fallthrough,"{ ""executor_registered"": True, ""completed"": False, ""task_status"": ""failed"", ""executor_name"": ""llm_decision_veto"", ""message"": str(exc), ""schema_validation_status"": ""timeout"", ""provider_trace"": {}, ""attempt_history"": [{""status"": ""timeout"", ""message"": str(exc)}], ""safe_veto_applied"": True, ""veto_result"": { ""veto"": True, ""veto_reason"": ""llm timeout -> fail closed"", ""agent_task_ref"": task.agent_task_id, }, ""output_ref"": f""decision_veto:{task.agent_task_id}"", }",unknown,unknown,yes
other,services/agents/service.py,371,veto,ast_node,"{ ""executor_registered"": True, ""completed"": False, ""task_status"": ""failed"", ""executor_name"": ""llm_decision_veto"", ""message"": str(exc), ""schema_validation_status"": ""provider_unavailable"", ""provider_trace"": {}, ""attempt_history"": [{""status"": ""provider_unavailable"", ""message"": str(exc)}], ""safe_veto_applied"": True, ""veto_result"": { ""veto"": True, ""veto_reason"": ""llm runtime not configured or unavailable -> fail closed"", ""agent_task_ref"": task.agent_task_id, }, ""output_ref"": f""decision_veto:{task.age",fallthrough,"{ ""executor_registered"": True, ""completed"": False, ""task_status"": ""failed"", ""executor_name"": ""llm_decision_veto"", ""message"": str(exc), ""schema_validation_status"": ""provider_unavailable"", ""provider_trace"": {}, ""attempt_history"": [{""status"": ""provider_unavailable"", ""message"": str(exc)}], ""safe_veto_applied"": True, ""veto_result"": { ""veto"": True, ""veto_reason"": ""llm runtime not configured or unavailable -> fail closed"", ""agent_task_ref"": task.agent_task_id, }, ""output_ref"": f""decision_veto:{task.age",unknown,yes,yes
other,services/agents/service.py,388,except,ast_node,Exception,fallthrough,exception_handler,unknown,yes,yes
other,services/agents/service.py,390,veto,ast_node,"{ ""executor_registered"": True, ""completed"": False, ""task_status"": ""failed"", ""executor_name"": ""llm_decision_veto"", ""message"": str(exc), ""schema_validation_status"": ""failed"", ""provider_trace"": {}, ""attempt_history"": [{""status"": ""failed"", ""message"": str(exc)}], ""safe_veto_applied"": True, ""veto_result"": { ""veto"": True, ""veto_reason"": ""schema validation failed -> fail closed"", ""agent_task_ref"": task.agent_task_id, }, ""output_ref"": f""decision_veto:{task.agent_task_id}"", }",fallthrough,"{ ""executor_registered"": True, ""completed"": False, ""task_status"": ""failed"", ""executor_name"": ""llm_decision_veto"", ""message"": str(exc), ""schema_validation_status"": ""failed"", ""provider_trace"": {}, ""attempt_history"": [{""status"": ""failed"", ""message"": str(exc)}], ""safe_veto_applied"": True, ""veto_result"": { ""veto"": True, ""veto_reason"": ""schema validation failed -> fail closed"", ""agent_task_ref"": task.agent_task_id, }, ""output_ref"": f""decision_veto:{task.agent_task_id}"", }",unknown,yes,yes
other,services/agents/service.py,410,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/binance.py,85,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/binance.py,87,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/binance.py,91,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
other,services/data/binance.py,102,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/binance.py,105,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/binance.py,109,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
other,services/data/binance.py,112,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/binance.py,168,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
other,services/data/binance.py,169,testnet,ast_node,"primary.rstrip(""/"") == LEGACY_TESTNET_USDM_REST_BASE",fallthrough,branch,unknown,unknown,yes
other,services/data/binance.py,254,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/binance.py,278,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/binance.py,288,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/binance.py,292,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/binance.py,332,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/binance.py,402,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/binance.py,420,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/binance.py,428,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
other,services/data/binance.py,429,testnet,ast_node,"self.market_type != ""usdm"" or active_base_url == LEGACY_TESTNET_USDM_REST_BASE",fallthrough,branch,unknown,unknown,yes
other,services/data/binance.py,471,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/binance.py,499,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/binance.py,537,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/binance.py,598,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/binance.py,619,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/binance.py,622,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/binance.py,627,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/binance.py,647,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/binance.py,662,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/binance.py,666,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/binance.py,803,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/binance.py,864,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
other,services/data/candle_validation.py,86,max_,ast_node,exchange_server_time - latest.close_time > max_age,fallthrough,branch,unknown,unknown,yes
other,services/data/heartbeat.py,63,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/live_feed_bus.py,84,pass,ast_node,pass,fallthrough,no_action,unknown,unknown,yes
other,services/data/market.py,52,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
other,services/data/market.py,158,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
other,services/data/market.py,159,pass,ast_node,pass,fallthrough,no_action,unknown,unknown,yes
other,services/data/market.py,172,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
other,services/data/market.py,180,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
other,services/data/market.py,220,reject,ast_node,"FundingArbitrageSignal( symbol=symbol, perp_symbol=perp_symbol, funding_rate=snapshot.funding_rate, funding_bps=funding_bps, basis_bps=basis_bps, fee_bps=fee_bps, slippage_bps=slippage_bps, round_trip_cost_bps=round_trip_cost_bps, estimated_net_edge_bps=estimated_net, should_enter_paper=should_enter, rejection_reasons=list(dict.fromkeys(rejection_reasons)), recommended_strategy_template={ ""source"": ""binance_funding_arbitrage"", ""core_thesis"": ""Capture positive funding with spot/perp hedged paper ",fallthrough,"FundingArbitrageSignal( symbol=symbol, perp_symbol=perp_symbol, funding_rate=snapshot.funding_rate, funding_bps=funding_bps, basis_bps=basis_bps, fee_bps=fee_bps, slippage_bps=slippage_bps, round_trip_cost_bps=round_trip_cost_bps, estimated_net_edge_bps=estimated_net, should_enter_paper=should_enter, rejection_reasons=list(dict.fromkeys(rejection_reasons)), recommended_strategy_template={ ""source"": ""binance_funding_arbitrage"", ""core_thesis"": ""Capture positive funding with spot/perp hedged paper ",unknown,yes,yes
other,services/data/market.py,267,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/market.py,269,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/market.py,273,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/market.py,278,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/market.py,281,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
other,services/data/market.py,282,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/market_intelligence.py,143,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/market_intelligence.py,147,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/market_intelligence.py,151,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/market_intelligence.py,243,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/market_intelligence.py,333,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/market_intelligence.py,349,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/market_intelligence.py,383,cooldown,ast_node,active_cooldown,fallthrough,branch,unknown,unknown,yes
other,services/data/market_intelligence.py,397,cooldown,ast_node,snapshot.active_event_cooldown or snapshot.macro_risk_score >= 0.8 or snapshot.news_risk_score >= 0.8,fallthrough,branch,unknown,unknown,yes
other,services/data/market_intelligence.py,410,cooldown,ast_node,snapshot.active_event_cooldown,fallthrough,branch,unknown,yes,yes
other,services/data/market_intelligence.py,422,return,ast_node,None,fallthrough,None,unknown,yes,yes
other,services/data/market_intelligence.py,460,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/market_intelligence.py,464,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/market_intelligence.py,475,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/market_intelligence.py,476,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/news.py,69,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/news.py,130,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/repository.py,122,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/repository.py,131,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/repository.py,226,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/repository.py,321,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/repository.py,542,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/repository.py,556,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/repository.py,558,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/repository.py,571,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/repository.py,575,return,ast_node,False,fallthrough,False,unknown,unknown,yes
other,services/data/tasks.py,26,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/tasks.py,118,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
other,services/data/tasks.py,191,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/tasks.py,194,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/data/tasks.py,229,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
other,services/data/universe.py,140,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/data/universe.py,141,min_,ast_node,"item.get(""filterType"") in {""MIN_NOTIONAL"", ""NOTIONAL""}",fallthrough,branch,unknown,unknown,yes
other,services/data/universe.py,145,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/database.py,60,return,ast_node,False,fallthrough,False,unknown,unknown,yes
other,services/database.py,66,return,ast_node,False,fallthrough,False,unknown,unknown,yes
other,services/database.py,70,return,ast_node,False,fallthrough,False,unknown,unknown,yes
other,services/database.py,76,return,ast_node,False,fallthrough,False,unknown,unknown,yes
other,services/notifications.py,101,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/notifications.py,128,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/notifications.py,161,return,ast_node,False,fallthrough,False,unknown,unknown,yes
other,services/notifications.py,164,return,ast_node,False,fallthrough,False,unknown,unknown,yes
other,services/notifications.py,184,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
other,services/notifications.py,228,max_,ast_node,transient_failure and attempt_number < self.max_attempts,fallthrough,branch,unknown,unknown,yes
other,services/validation/admission.py,32,min_,ast_node,gate_sharpe < self.policy.min_sharpe,fallthrough,branch,unknown,unknown,yes
other,services/validation/admission.py,34,min_,ast_node,report.profit_factor < self.policy.min_profit_factor,fallthrough,branch,unknown,unknown,yes
other,services/validation/admission.py,36,max_,ast_node,report.max_drawdown > self.policy.max_drawdown,fallthrough,branch,unknown,unknown,yes
other,services/validation/admission.py,38,min_,ast_node,report.expectancy <= self.policy.min_expectancy,fallthrough,branch,unknown,unknown,yes
other,services/validation/admission.py,55,reject,ast_node,"GateDecision( strategy_id=report.strategy_id, passed=False, decision_status=""rejected_with_reason"", reason=""; "".join(failed_thresholds), failed_thresholds=failed_thresholds, deflated_sharpe_applied=report.deflated_sharpe is not None, )",fallthrough,"GateDecision( strategy_id=report.strategy_id, passed=False, decision_status=""rejected_with_reason"", reason=""; "".join(failed_thresholds), failed_thresholds=failed_thresholds, deflated_sharpe_applied=report.deflated_sharpe is not None, )",unknown,unknown,yes
other,services/validation/admission.py,80,reject,ast_node,"GateDecision( strategy_id=run.strategy_id, passed=False, decision_status=""rejected_with_reason"", reason=""missing_metrics_summary"", failed_thresholds=[""missing_metrics_summary""], )",fallthrough,"GateDecision( strategy_id=run.strategy_id, passed=False, decision_status=""rejected_with_reason"", reason=""missing_metrics_summary"", failed_thresholds=[""missing_metrics_summary""], )",unknown,unknown,yes
other,services/validation/candidate_leaderboard.py,95,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/validation/carry.py,48,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/validation/carry.py,57,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/validation/carry.py,116,min_,ast_node,gate_sharpe < default_policy.min_sharpe,fallthrough,branch,unknown,unknown,yes
other,services/validation/carry.py,118,min_,ast_node,metrics.profit_factor < default_policy.min_profit_factor,fallthrough,branch,unknown,unknown,yes
other,services/validation/carry.py,120,max_,ast_node,metrics.max_drawdown > default_policy.max_drawdown,fallthrough,branch,unknown,unknown,yes
other,services/validation/carry.py,122,min_,ast_node,metrics.expectancy <= default_policy.min_expectancy,fallthrough,branch,unknown,unknown,yes
other,services/validation/metrics.py,32,volatility,ast_node,volatility == 0,fallthrough,branch,unknown,unknown,yes
other,services/validation/metrics.py,48,max_,ast_node,drawdown > max_drawdown,fallthrough,branch,unknown,unknown,yes
other,services/validation/report.py,64,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/validation/report.py,69,reject,ast_node,"GateDecision( strategy_id=base_gate.strategy_id, passed=False, decision_status=""rejected_with_reason"", reason=f""{base_gate.reason or 'validation failed'}; failed_oos_windows={','.join(failed_windows)}"", failed_thresholds=failed_thresholds, thresholds_applied=base_gate.thresholds_applied, deflated_sharpe_applied=base_gate.deflated_sharpe_applied, )",fallthrough,"GateDecision( strategy_id=base_gate.strategy_id, passed=False, decision_status=""rejected_with_reason"", reason=f""{base_gate.reason or 'validation failed'}; failed_oos_windows={','.join(failed_windows)}"", failed_thresholds=failed_thresholds, thresholds_applied=base_gate.thresholds_applied, deflated_sharpe_applied=base_gate.deflated_sharpe_applied, )",unknown,unknown,yes
other,services/validation/stress_scenarios.py,23,regime,ast_node,"stress_results.get(""funding_regime_flip_expectancy"", 0.0) <= 0",fallthrough,branch,unknown,unknown,yes
